Country.Region,Date,Cases,NewCases,Population,PopDensity,Urban population,Recovered,Deaths,StillInfected,MortalityRate,MortalityRatePop,RecoveryRate,NewDeaths
Mauritius,2020-04-24,331,0,1271768,626,41,285,9,37,2.719033232628399,7.076762428367438e-4,86.10271903323263,0
Mexico,2020-04-24,12872,1239,128932753,66,84,2627,1221,9024,9.485705407085145,9.470052966293213e-4,20.40863890615289,152
Moldova,2020-04-24,3110,184,4033963,123,43,755,84,2271,2.70096463022508,0.0020823195453205695,24.27652733118971,4
Monaco,2020-04-24,94,0,39242,26337,NA,41,4,49,4.25531914893617,0.010193160389378727,43.61702127659575,0
Mongolia,2020-04-24,37,1,3278290,2,67,9,0,28,0,0,24.324324324324326,0
Montenegro,2020-04-24,319,3,628066,47,68,123,6,190,1.8808777429467085,9.553136135374309e-4,38.557993730407524,1
Morocco,2020-04-24,3758,190,36910560,83,64,486,158,3114,4.204364023416711,4.280617796099544e-4,12.932410856838745,3
Mozambique,2020-04-24,65,19,31255435,40,38,12,0,53,0,0,18.461538461538463,0
MS Zaandam,2020-04-24,9,0,NA,NA,NA,0,2,7,22.22222222222222,NA,0,0
Namibia,2020-04-24,16,0,2540905,3,55,7,0,9,0,0,43.75,0
Nepal,2020-04-24,49,1,29136808,203,21,11,0,38,0,0,22.448979591836736,0
Netherlands,2020-04-24,36729,808,17134872,508,92,102,4304,32323,11.718260774864548,0.025118366801923003,0.2777097116719758,112
New Zealand,2020-04-24,1461,5,4822233,18,87,1118,18,325,1.2320328542094456,3.7327105513151274e-4,76.52292950034223,1
Nicaragua,2020-04-24,11,0,6624554,55,57,7,3,1,27.27272727272727,4.528606756017084e-5,63.63636363636363,0
Niger,2020-04-24,681,10,24206644,19,17,289,24,368,3.524229074889868,9.914633354379897e-5,42.437591776798826,0
Nigeria,2020-04-24,1095,114,206139589,226,52,208,32,855,2.922374429223744,1.5523461628712185e-5,18.995433789954337,1
North Macedonia,2020-04-24,1326,26,2083374,83,59,337,57,932,4.298642533936651,0.0027359465943224788,25.414781297134237,1
Norway,2020-04-24,7463,62,5421241,15,83,32,199,7232,2.666488007503685,0.0036707462368856135,0.42878199115637144,5
Oman,2020-04-24,1790,74,5106626,16,87,325,10,1455,0.5586592178770949,1.9582401374214597e-4,18.156424581005588,1
Pakistan,2020-04-24,11940,785,220892340,287,35,2755,253,8932,2.1189279731993302,1.1453543386791955e-4,23.07370184254606,16
Panama,2020-04-24,5338,172,4314767,58,68,319,154,4865,2.884975646309479,0.0035691382640128657,5.9760209816410645,8
Papua New Guinea,2020-04-24,8,0,8947024,20,13,0,0,8,0,0,0,0
Paraguay,2020-04-24,223,10,7132538,18,62,78,9,136,4.0358744394618835,1.2618229303510195e-4,34.97757847533632,0
Peru,2020-04-24,21648,734,32971854,26,79,7496,634,13518,2.9286770140428677,0.0019228521392821887,34.626755358462674,62
Philippines,2020-04-24,7192,211,109581078,368,47,762,477,5953,6.632369299221357,4.352941298861835e-4,10.595105672969966,15
Poland,2020-04-24,10892,381,37846611,124,60,1944,494,8454,4.535438854204921,0.0013052687861536665,17.8479618068307,40
Portugal,2020-04-24,22797,444,10196709,111,66,1228,854,20715,3.7461069438961268,0.00837525126979695,5.386673685134009,34
Qatar,2020-04-24,8525,761,2881053,248,96,809,10,7706,0.11730205278592376,3.4709531549749343e-4,9.489736070381232,0
Romania,2020-04-24,10417,321,19237691,84,55,2817,567,7033,5.443025823173659,0.0029473391583220666,27.042334645291348,22
Russia,2020-04-24,68622,5849,145934462,9,74,5568,615,62439,0.8962140421439188,4.2142204902910463e-4,8.114015913263968,60
Rwanda,2020-04-24,176,22,12952218,525,18,87,0,89,0,0,49.43181818181818,0
Saint Kitts and Nevis,2020-04-24,15,0,NA,NA,NA,2,0,13,0,NA,13.333333333333334,0
Saint Lucia,2020-04-24,15,0,183627,301,19,15,0,0,0,0,100,0
Saint Vincent and the Grenadines,2020-04-24,14,1,NA,NA,NA,5,0,9,0,NA,35.714285714285715,0
San Marino,2020-04-24,513,12,33931,566,97,64,40,409,7.797270955165692,0.11788629866493767,12.475633528265107,0
Sao Tome and Principe,2020-04-24,4,0,NA,NA,NA,0,0,4,0,NA,0,0
Saudi Arabia,2020-04-24,15102,1172,34813871,16,84,2049,127,12926,0.8409482187789696,3.6479712353733947e-4,13.567739372268573,6
Senegal,2020-04-24,545,66,16743927,87,49,262,7,276,1.2844036697247707,4.1806202332344136e-5,48.07339449541285,1
Serbia,2020-04-24,7483,207,8737371,100,56,1094,144,6245,1.924361886943739,0.0016480930018880967,14.619804891086464,5
Seychelles,2020-04-24,11,0,98347,214,56,6,0,5,0,0,54.54545454545454,0
Sierra Leone,2020-04-24,82,18,7976983,111,43,10,2,70,2.4390243902439024,2.507213566833476e-5,12.195121951219512,1
Singapore,2020-04-24,12075,897,5850342,8358,NA,956,12,11107,0.09937888198757765,2.051162137187877e-4,7.917184265010352,0
Slovakia,2020-04-24,1360,35,5459642,114,54,355,17,988,1.25,3.113757275660199e-4,26.10294117647059,2
Slovenia,2020-04-24,1373,7,2078938,103,55,211,80,1082,5.826656955571741,0.0038481186067116963,15.367807720320467,1
Somalia,2020-04-24,328,0,15893222,25,47,8,16,304,4.878048780487805,1.0067184614925785e-4,2.4390243902439024,0
South Africa,2020-04-24,4220,267,59308690,49,67,1473,79,2668,1.872037914691943,1.3320139089229588e-4,34.905213270142184,4
South Sudan,2020-04-24,5,0,11193725,18,25,0,0,5,0,0,0,0
Spain,2020-04-24,202990,-10034,46754778,94,80,92355,22524,88111,11.096113109020148,0.04817475552979847,45.49731513867678,367
Sri Lanka,2020-04-24,420,52,21413249,341,18,109,7,304,1.6666666666666667,3.269004157192587e-5,25.952380952380956,0
Sudan,2020-04-24,174,0,43849260,25,35,14,16,144,9.195402298850574,3.648864313787735e-5,8.045977011494253,0
Suriname,2020-04-24,10,0,586632,4,65,7,1,2,10,1.704646183638124e-4,70,0
Sweden,2020-04-24,17567,812,10099265,25,88,1005,2152,14410,12.250241930893152,0.02130848135978212,5.720954061592759,131
Switzerland,2020-04-24,28677,181,8654622,219,74,21000,1589,6088,5.541025909265264,0.018360131730767674,73.22941730306518,40
Syria,2020-04-24,42,0,17500658,95,60,6,3,33,7.142857142857142,1.7142212595663546e-5,14.285714285714285,0
Taiwan*,2020-04-24,428,1,NA,NA,NA,264,6,158,1.4018691588785046,NA,61.6822429906542,0
Tajikistan,2020-04-24,0,0,9537645,68,27,0,0,0,NaN,0,NaN,0
Tanzania,2020-04-24,299,15,59734218,67,37,48,10,241,3.3444816053511706,1.6740823492491356e-5,16.05351170568562,0
Thailand,2020-04-24,2907,68,69799978,137,51,2547,51,309,1.7543859649122806,7.30659256081714e-5,87.61609907120743,1
Timor-Leste,2020-04-24,24,1,1318445,89,33,2,0,22,0,0,8.333333333333332,0
Togo,2020-04-24,90,2,8278724,152,43,59,6,25,6.666666666666667,7.2474936958884e-5,65.55555555555556,0
Trinidad and Tobago,2020-04-24,115,0,1399488,273,52,48,8,59,6.956521739130435,5.71637627475191e-4,41.73913043478261,0
Tunisia,2020-04-24,922,4,11818619,76,70,194,38,690,4.121475054229935,3.215265675287443e-4,21.0412147505423,0
Turkey,2020-04-24,104912,3122,84339067,110,76,21737,2600,80575,2.4782675003812717,0.003082794359107625,20.719269482995273,109
Uganda,2020-04-24,75,1,45741007,229,26,46,0,29,0,0,61.33333333333333,0
Ukraine,2020-04-24,7647,477,43733762,75,69,782,201,6664,2.628481757551981,4.595991536241497e-4,10.226232509480843,14
United Arab Emirates,2020-04-24,9281,525,9890402,118,86,1760,64,7457,0.6895808641310204,6.470919988894283e-4,18.96347376360306,8
United Kingdom,2020-04-24,144640,5394,67886011,281,83,724,22853,121063,15.79991703539823,0.03366378383905927,0.5005530973451328,1013
Uruguay,2020-04-24,563,6,3473730,20,96,369,12,182,2.1314387211367674,3.454499917955627e-4,65.54174067495559,0
US,2020-04-24,905358,36188,331002651,36,83,99079,51493,754786,5.687584358894492,0.015556672988700624,10.94362672003782,1769
Uzbekistan,2020-04-24,1804,46,33469203,79,50,621,8,1175,0.4434589800443459,2.3902570969496945e-5,34.42350332594235,1
Venezuela,2020-04-24,318,7,28435940,32,NA,132,10,176,3.1446540880503147,3.516676431304891e-5,41.509433962264154,0
Vietnam,2020-04-24,270,2,97338579,314,38,220,0,50,0,0,81.48148148148148,0
West Bank and Gaza,2020-04-24,484,4,NA,NA,NA,92,4,388,0.8264462809917356,NA,19.00826446280992,0
Western Sahara,2020-04-24,6,0,597339,2,87,5,0,1,0,0,83.33333333333334,0
Yemen,2020-04-24,1,0,29825964,56,38,1,0,0,0,0,100,0
Zambia,2020-04-24,84,8,18383955,25,45,37,3,44,3.571428571428571,1.6318577803307284e-5,44.047619047619044,0
Zimbabwe,2020-04-24,29,1,14862924,38,38,2,4,23,13.793103448275861,2.6912604814503526e-5,6.896551724137931,0
Afghanistan,2020-04-25,1463,112,38928346,60,25,188,47,1228,3.2125768967874233,1.2073464410740698e-4,12.850307587149693,4
Albania,2020-04-25,712,34,2877797,105,63,403,27,282,3.7921348314606744,9.382176713645889e-4,56.60112359550562,0
Algeria,2020-04-25,3256,129,43851044,18,73,1479,419,1358,12.86855036855037,9.555074675075011e-4,45.423832923832926,4
Andorra,2020-04-25,738,7,77265,164,88,344,40,354,5.420054200542006,0.05176988287064001,46.612466124661246,0
Angola,2020-04-25,25,0,32866272,26,67,6,2,17,8,6.085265770331359e-6,24,0
Antigua and Barbuda,2020-04-25,24,0,97929,223,26,11,3,10,12.5,0.0030634439236589773,45.83333333333333,0
Argentina,2020-04-25,3780,173,45195774,17,93,1030,185,2565,4.894179894179894,4.0933030597064234e-4,27.24867724867725,9
Armenia,2020-04-25,1677,81,2963243,104,63,803,28,846,1.6696481812760882,9.449106941280212e-4,47.88312462731067,1
Australia,2020-04-25,6694,17,25499884,3,86,5376,80,1238,1.1951000896325068,3.137269173459769e-4,80.31072602330444,1
Austria,2020-04-25,15148,77,9006398,109,57,12103,536,2509,3.538420913651967,0.005951324824863391,79.89833641404806,6
Azerbaijan,2020-04-25,1617,25,10139177,123,56,1080,21,516,1.2987012987012987,0.00020711740213234271,66.79035250463822,0
Bahamas,2020-04-25,78,5,393244,39,86,15,11,52,14.102564102564102,0.0027972454760911802,19.230769230769234,0
Bahrain,2020-04-25,2588,70,1701575,2239,89,1160,8,1420,0.3091190108191654,4.7015265268942014e-4,44.822256568778975,0
Bangladesh,2020-04-25,4998,309,164689383,1265,39,113,140,4745,2.801120448179272,8.500851569769983e-5,2.2609043617446978,9
Barbados,2020-04-25,79,2,287375,668,31,31,6,42,7.59493670886076,0.0020878642888212265,39.24050632911392,0
Belarus,2020-04-25,9590,817,9449323,47,79,1573,67,7950,0.6986444212721585,7.090455051647615e-4,16.40250260688217,4
Belgium,2020-04-25,45325,1032,11589623,383,98,10417,6917,27991,15.260893546607832,0.059682700636595344,22.982901268615556,238
Belize,2020-04-25,18,0,397628,17,46,5,2,11,11.11111111111111,5.02982687335902e-4,27.77777777777778,0
Benin,2020-04-25,54,0,12123200,108,48,27,1,26,1.8518518518518516,8.248647221855616e-6,50,0
Bhutan,2020-04-25,7,0,771608,20,46,3,0,4,0,0,42.857142857142854,0
Bolivia,2020-04-25,866,59,11673021,11,69,54,46,766,5.311778290993072,3.9407108065684114e-4,6.235565819861432,2
Bosnia and Herzegovina,2020-04-25,1486,65,3280819,64,52,592,57,837,3.835800807537012,0.0017373710649688386,39.83849259757739,2
Botswana,2020-04-25,22,0,2351627,4,73,0,1,21,4.545454545454546,4.252375057779146e-5,0,0
Brazil,2020-04-25,59324,5281,212559417,25,88,29160,4057,26107,6.838716202548715,0.0019086427960987493,49.153799474074575,353
Brunei,2020-04-25,138,0,437479,83,80,121,1,16,0.7246376811594203,2.2858240052665382e-4,87.68115942028986,0
Bulgaria,2020-04-25,1247,13,6948445,64,76,197,55,995,4.410585404971933,7.915440073282584e-4,15.797914995990379,1
Burkina Faso,2020-04-25,629,0,20903273,76,31,442,41,146,6.518282988871224,1.9614153247675615e-4,70.27027027027027,0
Burma,2020-04-25,146,2,NA,NA,NA,10,5,131,3.4246575342465753,NA,6.8493150684931505,0
Burundi,2020-04-25,11,0,11890784,463,14,4,1,6,9.090909090909092,8.409874403571708e-6,36.36363636363637,0
Cabo Verde,2020-04-25,90,2,555987,138,68,1,1,88,1.1111111111111112,1.7986032047511902e-4,1.1111111111111112,0
Cambodia,2020-04-25,122,0,16718965,95,24,117,0,5,0,0,95.90163934426229,0
Cameroon,2020-04-25,1518,88,26545863,56,56,697,53,768,3.491436100131752,1.99654462166101e-4,45.91567852437418,10
Canada,2020-04-25,46371,1452,37742154,4,81,16013,2571,27787,5.54441353432102,0.006812011842249385,34.53235858618533,169
Central African Republic,2020-04-25,16,0,4829767,8,43,10,0,6,0,0,62.5,0
Chad,2020-04-25,46,6,16425864,13,23,15,0,31,0,0,32.608695652173914,0
Chile,2020-04-25,12858,552,19116201,26,85,6746,181,5931,1.407683932182299,9.468408498111105e-4,52.46539119614248,7
China,2020-04-25,83909,10,1439323776,153,61,78175,4636,1098,5.525033071541789,3.220957005854394e-4,93.16640646414568,0
Colombia,2020-04-25,5142,261,50882891,46,80,1067,233,3842,4.531310774017892,4.5791423290001353e-4,20.750680669000392,8
Comoros,2020-04-25,0,0,869601,467,29,0,0,0,NaN,0,NaN,0
Congo (Brazzaville),2020-04-25,200,0,NA,NA,NA,19,6,175,3,NA,9.5,0
Congo (Kinshasa),2020-04-25,416,22,NA,NA,NA,49,28,339,6.730769230769231,NA,11.778846153846153,3
Costa Rica,2020-04-25,693,6,5094118,100,80,242,6,445,0.8658008658008658,1.1778290177023777e-4,34.92063492063492,0
Cote d'Ivoire,2020-04-25,1077,0,NA,NA,NA,419,14,644,1.2999071494893222,NA,38.90436397400185,0
Croatia,2020-04-25,2016,7,4105267,73,58,1034,54,928,2.6785714285714284,0.0013153833843206786,51.28968253968254,3
Cuba,2020-04-25,1337,52,11326616,106,78,437,51,849,3.8145100972326103,4.502668758259307e-4,32.68511593118923,2
Cyprus,2020-04-25,810,6,1207359,131,67,148,14,648,1.728395061728395,0.0011595556913892224,18.271604938271604,0
Czechia,2020-04-25,7352,79,NA,NA,NA,2453,218,4681,2.9651795429815015,NA,33.36507072905332,4
Denmark,2020-04-25,8445,235,5792202,137,88,5669,418,2358,4.9496743635287155,0.007216599144850265,67.12847838957964,15
Diamond Princess,2020-04-25,712,0,NA,NA,NA,645,13,54,1.8258426966292134,NA,90.58988764044943,0
Djibouti,2020-04-25,1008,9,988,43,79,373,2,633,0.1984126984126984,0.20242914979757085,37.00396825396825,0
Dominica,2020-04-25,16,0,71986,96,74,13,0,3,0,0,81.25,0
Dominican Republic,2020-04-25,5926,177,10847910,225,85,822,273,4831,4.6068174147823155,0.0025166137993401496,13.871076611542355,6
Ecuador,2020-04-25,22719,0,17643054,71,63,1366,576,20777,2.5353228575201374,0.003264740900299914,6.012588582243937,0
Egypt,2020-04-25,4319,227,102334404,103,43,1114,307,2898,7.108126881222505,2.999968612706241e-4,25.79300764065756,13
El Salvador,2020-04-25,274,0,6486205,313,73,75,8,191,2.9197080291970803,1.2333868571838232e-4,27.37226277372263,0
Equatorial Guinea,2020-04-25,258,44,1402985,50,73,7,1,250,0.3875968992248062,7.127659953598934e-5,2.7131782945736433,0
Eritrea,2020-04-25,39,0,3546421,35,63,13,0,26,0,0,33.33333333333333,0
Estonia,2020-04-25,1635,30,1326535,31,68,228,46,1361,2.8134556574923546,0.0034676808376710756,13.944954128440369,0
Eswatini,2020-04-25,56,20,1160164,67,30,10,1,45,1.7857142857142856,8.619471040301199e-5,17.857142857142858,0
Ethiopia,2020-04-25,122,5,114963588,115,21,29,3,90,2.459016393442623,2.6095218948803164e-6,23.770491803278688,0
Faroe Islands,2020-04-25,187,0,48863,35,43,178,0,9,0,0,95.18716577540107,0
Fiji,2020-04-25,18,0,896445,49,59,10,0,8,0,0,55.55555555555556,0
Finland,2020-04-25,4475,80,5540720,18,86,2500,186,1789,4.156424581005587,0.003356964437834794,55.865921787709496,9
France,2020-04-25,161644,1692,65273511,119,82,44594,22617,94433,13.991858652347133,0.03464958396370007,27.587785503946943,369
Gabon,2020-04-25,176,4,2225734,9,87,30,3,143,1.7045454545454544,1.347869961100473e-4,17.045454545454543,0
Gambia,2020-04-25,10,0,2416668,239,59,8,1,1,10,4.137928751487585e-5,80,0
Georgia,2020-04-25,456,12,3989167,57,58,139,5,312,1.0964912280701753,1.2533945056699807e-4,30.482456140350877,0
Germany,2020-04-25,156513,1514,83783942,240,76,109800,5877,40836,3.754959651913899,0.007014470624931924,70.15391692702842,117
Ghana,2020-04-25,1279,0,31072940,137,57,134,10,1135,0.7818608287724784,3.218234257846216e-5,10.476935105551211,0
Greece,2020-04-25,2506,16,10423054,81,85,577,130,1799,5.18754988028731,0.0012472352153217283,23.024740622505984,0
Greenland,2020-04-25,11,0,5677,0,87,11,0,0,0,0,100,0
Grenada,2020-04-25,18,3,112523,331,35,7,0,11,0,0,38.88888888888889,0
Guatemala,2020-04-25,473,43,17915568,167,52,45,13,415,2.748414376321353,7.256258914034988e-5,9.513742071881607,2
Guinea,2020-04-25,996,42,13132795,53,39,208,7,781,0.7028112449799196,5.330167721341877e-5,20.883534136546185,1
Guinea-Bissau,2020-04-25,52,0,1968001,70,45,3,0,49,0,0,5.769230769230769,0
Guyana,2020-04-25,73,0,786552,4,27,12,7,54,9.58904109589041,8.8996023149137e-4,16.43835616438356,0
Haiti,2020-04-25,72,0,11402528,414,57,6,6,60,8.333333333333332,5.261991025148107e-5,8.333333333333332,1
Holy See,2020-04-25,9,0,801,2003,NA,2,0,7,0,0,22.22222222222222,0
Honduras,2020-04-25,627,36,9904607,89,57,65,59,503,9.409888357256778,5.956823930520414e-4,10.36682615629984,4
Hungary,2020-04-25,2443,0,9660351,107,72,458,262,1723,10.724519033974621,0.0027121167750529976,18.747441670077773,0
Iceland,2020-04-25,1790,1,341243,3,94,1570,10,210,0.5586592178770949,0.0029304630424653397,87.70949720670392,0
India,2020-04-25,26283,1753,1380004385,464,35,5939,825,19519,3.1389110832096794,5.978241873485062e-5,22.59635505840277,45
Indonesia,2020-04-25,8607,396,273523615,151,56,1042,720,6845,8.365284071104915,2.632313849756629e-4,12.106425002904613,31
Iran,2020-04-25,89328,1134,83992949,52,76,68193,5650,15485,6.3250044778792756,0.006726755123218736,76.34000537345513,76
Iraq,2020-04-25,1763,55,40222493,93,73,1224,86,453,4.878048780487805,2.1381071531294694e-4,69.42711287577991,0
Ireland,2020-04-25,18561,377,4937786,72,63,9233,1063,8265,5.727062119497872,0.02152786694279582,49.74408706427455,49
Israel,2020-04-25,15298,240,8655535,400,93,6435,199,8664,1.300823637076742,0.002299106872076654,42.06432213361224,5
Italy,2020-04-25,195351,2357,60461826,206,69,63120,26384,105847,13.505945707982042,0.04363745150535149,32.31107084171568,415
Jamaica,2020-04-25,305,17,2961167,273,55,28,7,270,2.2950819672131146,2.363932868358995e-4,9.180327868852459,0
Japan,2020-04-25,13231,402,126476461,347,92,1656,360,11215,2.720882775300431,2.8463794539602114e-4,12.516060766381981,15
Jordan,2020-04-25,444,3,10203134,115,91,332,7,105,1.5765765765765765,6.860637133649328e-5,74.77477477477478,0
Kazakhstan,2020-04-25,2601,119,18776707,7,58,646,25,1930,0.9611687812379853,1.33143687016046e-4,24.836601307189543,0
Kenya,2020-04-25,343,7,53771296,94,28,98,14,231,4.081632653061225,2.6036195965966676e-5,28.57142857142857,0
"Korea, South",2020-04-25,10728,10,51269185,527,82,8717,242,1769,2.2557792692020877,4.7201842588291584e-4,81.25466070096942,2
Kosovo,2020-04-25,731,28,NA,NA,NA,165,20,546,2.7359781121751023,NA,22.5718194254446,1
Kuwait,2020-04-25,2892,278,4270571,240,NA,656,19,2217,0.656984785615491,4.4490537682197537e-4,22.683264177040112,4
Kyrgyzstan,2020-04-25,665,0,6524195,34,36,345,8,312,1.2030075187969926,1.226204918767756e-4,51.8796992481203,0
Laos,2020-04-25,19,0,7275560,32,36,7,0,12,0,0,36.84210526315789,0
Latvia,2020-04-25,804,20,1886198,30,69,267,12,525,1.4925373134328357,6.362004413110394e-4,33.2089552238806,0
Lebanon,2020-04-25,704,8,6825445,667,78,143,24,537,3.4090909090909087,3.5162542515542947e-4,20.3125,2
Liberia,2020-04-25,120,3,5057681,53,53,25,11,84,9.166666666666666,2.1749098055017706e-4,20.833333333333336,3
Libya,2020-04-25,61,0,6871292,4,78,18,2,41,3.278688524590164,2.910660760741939e-5,29.508196721311474,0
Liechtenstein,2020-04-25,81,0,38128,238,15,55,1,25,1.2345679012345678,0.0026227444397817876,67.90123456790124,0
Lithuania,2020-04-25,1426,16,2722289,43,71,460,41,925,2.8751753155680224,0.0015060855037800909,32.25806451612903,1
Luxembourg,2020-04-25,3711,16,625978,242,88,3088,85,538,2.290487739153867,0.013578751968919034,83.21207221773108,0
Madagascar,2020-04-25,123,1,27691018,48,39,62,0,61,0,0,50.40650406504065,0
Malawi,2020-04-25,33,0,19129952,203,18,4,3,26,9.090909090909092,1.5682213943871892e-5,12.121212121212121,0
Malaysia,2020-04-25,5742,51,32365999,99,78,3762,98,1882,1.7067223963775686,3.027868844709536e-4,65.51724137931035,2
Maldives,2020-04-25,177,48,540544,1802,35,17,0,160,0,0,9.6045197740113,0
Mali,2020-04-25,370,45,20250833,17,44,91,21,258,5.675675675675676,1.0369943794410826e-4,24.594594594594597,0
Malta,2020-04-25,448,1,441543,138,93,249,4,195,0.8928571428571428,9.05914033287811e-4,55.58035714285714,1
Mauritania,2020-04-25,7,0,4649658,5,57,6,1,0,14.285714285714285,2.150695814616903e-5,85.71428571428571,0
Mauritius,2020-04-25,331,0,1271768,626,41,295,9,27,2.719033232628399,7.076762428367438e-4,89.12386706948641,0
Mexico,2020-04-25,13842,970,128932753,66,84,7149,1305,5388,9.427828348504551,0.0010121555381664735,51.64716081491114,84
Moldova,2020-04-25,3304,194,4033963,123,43,825,94,2385,2.8450363196125905,0.002330214729287304,24.969733656174334,10
Monaco,2020-04-25,94,0,39242,26337,NA,42,4,48,4.25531914893617,0.010193160389378727,44.680851063829785,0
Mongolia,2020-04-25,37,0,3278290,2,67,9,0,28,0,0,24.324324324324326,0
Montenegro,2020-04-25,320,1,628066,47,68,153,6,161,1.875,9.553136135374309e-4,47.8125,0
Morocco,2020-04-25,3897,139,36910560,83,64,537,159,3201,4.080061585835258,4.307710313796377e-4,13.779830638953042,1
Mozambique,2020-04-25,70,5,31255435,40,38,12,0,58,0,0,17.142857142857142,0
MS Zaandam,2020-04-25,9,0,NA,NA,NA,0,2,7,22.22222222222222,NA,0,0
Namibia,2020-04-25,16,0,2540905,3,55,7,0,9,0,0,43.75,0
Nepal,2020-04-25,49,0,29136808,203,21,12,0,37,0,0,24.489795918367346,0
Netherlands,2020-04-25,37384,655,17134872,508,92,102,4424,32858,11.833939653327628,0.025818693013872532,0.2728439974320565,120
New Zealand,2020-04-25,1470,9,4822233,18,87,1142,18,310,1.2244897959183674,3.7327105513151274e-4,77.68707482993197,0
Nicaragua,2020-04-25,12,1,6624554,55,57,7,3,2,25,4.528606756017084e-5,58.333333333333336,0
Niger,2020-04-25,684,3,24206644,19,17,325,27,332,3.9473684210526314,1.1153962523677384e-4,47.514619883040936,3
Nigeria,2020-04-25,1182,87,206139589,226,52,222,35,925,2.961082910321489,1.6978786156403952e-5,18.781725888324875,3
North Macedonia,2020-04-25,1367,41,2083374,83,59,374,59,934,4.316020482809071,0.0028319447204390572,27.359180687637163,2
Norway,2020-04-25,7499,36,5421241,15,83,32,201,7266,2.6803573809841312,0.003707638158864363,0.42672356314175225,2
Oman,2020-04-25,1905,115,5106626,16,87,329,10,1566,0.5249343832020997,1.9582401374214597e-4,17.270341207349084,0
Pakistan,2020-04-25,12723,783,220892340,287,35,2866,269,9588,2.114281222982001,1.2177878146430971e-4,22.526133773481096,16
Panama,2020-04-25,5538,200,4314767,58,68,338,159,5041,2.8710725893824485,0.0036850193764808156,6.103286384976526,5
Papua New Guinea,2020-04-25,8,0,8947024,20,13,0,0,8,0,0,0,0
Paraguay,2020-04-25,228,5,7132538,18,62,85,9,134,3.9473684210526314,1.2618229303510195e-4,37.280701754385966,0
Peru,2020-04-25,25331,3683,32971854,26,79,7797,700,16834,2.76341241956496,0.0021230228667153505,30.780466621925704,66
Philippines,2020-04-25,7294,102,109581078,368,47,792,494,6008,6.7726898820948715,4.508077571567602e-4,10.858239649026597,17
Poland,2020-04-25,11273,381,37846611,124,60,2126,524,8623,4.648274638516811,0.0013845361213451846,18.859221147875456,30
Portugal,2020-04-25,23392,595,10196709,111,66,1277,880,21235,3.761969904240766,0.008630235500493345,5.459131326949384,26
Qatar,2020-04-25,9358,833,2881053,248,96,929,10,8419,0.10686044026501389,3.4709531549749343e-4,9.92733490061979,0
Romania,2020-04-25,10635,218,19237691,84,55,2890,601,7144,5.651151857075694,0.00312407554524085,27.174424071462155,34
Russia,2020-04-25,74588,5966,145934462,9,74,6250,681,67657,0.9130154984716039,4.666478299005207e-4,8.379363972757012,66
Rwanda,2020-04-25,183,7,12952218,525,18,88,0,95,0,0,48.08743169398907,0
Saint Kitts and Nevis,2020-04-25,15,0,NA,NA,NA,2,0,13,0,NA,13.333333333333334,0
Saint Lucia,2020-04-25,15,0,183627,301,19,15,0,0,0,0,100,0
Saint Vincent and the Grenadines,2020-04-25,14,0,NA,NA,NA,5,0,9,0,NA,35.714285714285715,0
San Marino,2020-04-25,513,0,33931,566,97,64,40,409,7.797270955165692,0.11788629866493767,12.475633528265107,0
Sao Tome and Principe,2020-04-25,4,0,NA,NA,NA,0,0,4,0,NA,0,0
Saudi Arabia,2020-04-25,16299,1197,34813871,16,84,2215,136,13948,0.8344070188355113,3.9064888819746594e-4,13.589790784710717,9
Senegal,2020-04-25,614,69,16743927,87,49,276,7,331,1.1400651465798046,4.1806202332344136e-5,44.951140065146575,0
Serbia,2020-04-25,7779,296,8737371,100,56,1152,151,6476,1.941123537729785,0.0017282086339243234,14.809101426918629,7
Seychelles,2020-04-25,11,0,98347,214,56,6,0,5,0,0,54.54545454545454,0
Sierra Leone,2020-04-25,82,0,7976983,111,43,10,2,70,2.4390243902439024,2.507213566833476e-5,12.195121951219512,0
Singapore,2020-04-25,12693,618,5850342,8358,NA,1002,12,11679,0.09454029780193808,2.051162137187877e-4,7.8941148664618295,0
Slovakia,2020-04-25,1373,13,5459642,114,54,386,17,970,1.2381646030589948,3.113757275660199e-4,28.11361981063365,0
Slovenia,2020-04-25,1388,15,2078938,103,55,219,81,1088,5.835734870317003,0.003896220089295592,15.778097982708934,1
Somalia,2020-04-25,390,62,15893222,25,47,8,18,364,4.615384615384616,1.1325582691791507e-4,2.051282051282051,2
South Africa,2020-04-25,4361,141,59308690,49,67,1473,86,2802,1.9720247649621647,1.4500404578148666e-4,33.776656730107774,7
South Sudan,2020-04-25,5,0,11193725,18,25,0,0,5,0,0,0,0
Spain,2020-04-25,205905,2915,46754778,94,80,95708,22902,87295,11.122605084869235,0.0489832290509432,46.48162987785629,378
Sri Lanka,2020-04-25,460,40,21413249,341,18,118,7,335,1.5217391304347827,3.269004157192587e-5,25.65217391304348,0
Sudan,2020-04-25,213,39,43849260,25,35,19,17,177,7.981220657276995,3.876918333399469e-5,8.92018779342723,1
Suriname,2020-04-25,10,0,586632,4,65,7,1,2,10,1.704646183638124e-4,70,0
Sweden,2020-04-25,18177,610,10099265,25,88,1005,2192,14980,12.059195686857018,0.021704549786543872,5.52896517577158,40
Switzerland,2020-04-25,28894,217,8654622,219,74,21300,1599,5995,5.534020903993909,0.01847567692731121,73.71772686370873,10
